name,phone,city,district,taluka,category,address,rating,reviews,website,maps_link,whatsappStatus,contactedAt,lastMessage,notes
Creative Academy,7350710712,Amravati,Amravati,,1st to 12th classes,"K L College Rd, Panchavati, Amravati, Maharashtra 444603",5.0,31,,https://www.google.com/maps/place/Creative+Academy/data=!4m7!3m6!1s0x3bd6a35e944ff01d:0xb675d2904670b329!8m2!3d20.941351!4d77.764025!16s%2Fg%2F11tjy87kbv!19sChIJHfBPlF6j1jsRKbNwRpDSdbY?authuser=0&hl=en&rclk=1,not_contacted,,,
Dr Madhuri Gulhane's Biology Uccb Amravati Best NEET Biology Amravati,7709161757,Amravati,Amravati,,NEET coaching,"Prashant Bapat, Dr. Madhuri Gulhane Biology, C/o, Sharda Nagar, UCCB, Amravati, Maharashtra 444605",5.0,64,,https://www.google.com/maps/place/Dr+Madhuri+Gulhane%27s+Biology+UCCB+Amravati+Best+NEET+Biology+Amravati/data=!4m7!3m6!1s0x3bd6a3a9b73b540f:0x99736d5c805adee5!8m2!3d20.9183927!4d77.7489633!16s%2Fg%2F11hy_82_0_!19sChIJD1Q7t6mj1jsR5d5agFxtc5k?authuser=0&hl=en&rclk=1,not_contacted,,,
Excellence Institute,8446438515,Amravati,Amravati,,IIT JEE coaching,"behind Pawan medical, near Indian bank, Rathi Nagar, Gadge Nagar, Amravati, Maharashtra 444603",4.9,11,,https://www.google.com/maps/place/Excellence+Institute/data=!4m7!3m6!1s0x3bd6a3b7d7dba943:0x6eba5044121dada3!8m2!3d20.9509598!4d77.7630247!16s%2Fg%2F11s11j6b7l!19sChIJQ6nb17ej1jsRo60dEkRQum4?authuser=0&hl=en&rclk=1,not_contacted,,,
Excellent Commerce Academy,8975469169,Amravati,Amravati,,1st to 12th classes,"Kiran nagar 1, near saibaba Temple Narsamma College, Amravati, Maharashtra 444606",4.9,91,,https://www.google.com/maps/place/EXCELLENT+COMMERCE+ACADEMY/data=!4m7!3m6!1s0x3bd6a5a5d51f81fb:0xb14075299e637fa2!8m2!3d20.9160631!4d77.7665848!16s%2Fg%2F11rr9020tg!19sChIJ-4Ef1aWl1jsRon9jnil1QLE?authuser=0&hl=en&rclk=1,not_contacted,,,
Global Spoken English & Personality Development,9637339536,Amravati,Amravati,,1st to 12th classes,"in front of Samar Medical, Jameel Colony, Transport Nagar, Amravati, Maharashtra 444601",5.0,674,,https://www.google.com/maps/place/GLOBAL+SPOKEN+ENGLISH+%26+PERSONALITY+DEVELOPMENT/data=!4m7!3m6!1s0x3bd6bd9c9f941d3f:0xc5defe1b0fdbe936!8m2!3d20.9452371!4d77.7421277!16s%2Fg%2F11hyvdktbd!19sChIJPx2Un5y91jsRNunbDxv-3sU?authuser=0&hl=en&rclk=1,not_contacted,,,
Gupta Sirs Shri Sai Commerce Classes,8149912550,Amravati,Amravati,,1st to 12th classes,"Palash Line, near Deshmukh market, Gadge Nagar, Amravati, Maharashtra 444603",4.9,33,,https://www.google.com/maps/place/Gupta+Sirs+Shri+Sai+Commerce+Classes/data=!4m7!3m6!1s0x3bd6a367f2856e41:0x277b357cb467b792!8m2!3d20.9475047!4d77.7687575!16s%2Fg%2F11f3jw4h07!19sChIJQW6F8mej1jsRkrdntHw1eyc?authuser=0&hl=en&rclk=1,not_contacted,,,
Ideal Coaching Classes,9604334722,Amravati,Amravati,,1st to 12th classes,"2, Radha Nagar, Gadge Nagar, Amravati, Maharashtra 444603",4.8,252,,https://www.google.com/maps/place/Ideal+Coaching+Classes/data=!4m7!3m6!1s0x3bd6a36771eaa7c1:0x44d069d9200b10b4!8m2!3d20.9452564!4d77.7693777!16s%2Fg%2F11g9dj_p5h!19sChIJwafqcWej1jsRtBALINlp0EQ?authuser=0&hl=en&rclk=1,not_contacted,,,
Iin Ideal Institute Of NEET,7620599664,Amravati,Amravati,,IIT JEE coaching,"3rd Floor, Gulshan Towers, Amrawati Tahsil, Jyastambh chowk, Amravati, Maharashtra 444601",4.6,20,,https://www.google.com/maps/place/IIN+Ideal+Institute+of+NEET/data=!4m7!3m6!1s0x3bd6a53dbf372ea5:0xd8f927f0b99f0202!8m2!3d20.930639!4d77.7548938!16s%2Fg%2F11sx4lyj58!19sChIJpS43vz2l1jsRAgKfufAn-dg?authuser=0&hl=en&rclk=1,not_contacted,,,
Jayhari Shep Physics Classes,8975738087,Amravati,Amravati,,1st to 12th classes,"near Samrtha High School, Deorankar Nagar, Devankar Nagar, Amravati, Maharashtra 444605",5.0,251,,https://www.google.com/maps/place/Jayhari+Shep+physics+classes/data=!4m7!3m6!1s0x3bd6a51f272ccf17:0x8dd89a90a60a10de!8m2!3d20.9178433!4d77.7520711!16s%2Fg%2F11h4qhv_gx!19sChIJF88sJx-l1jsR3hAKppCa2I0?authuser=0&hl=en&rclk=1,not_contacted,,,
Joshi Coaching Classes,7588224447,Amravati,Amravati,,1st to 12th classes,"Balaji plot near Diparchan Mangal Karyalay, The Bherde Citymark, Rajapeth, Amravati, Maharashtra 444605",4.9,76,,https://www.google.com/maps/place/Joshi+Coaching+Classes/data=!4m7!3m6!1s0x3bd6a5fb0d5f14a7:0x1490e30aab3671f!8m2!3d20.9216538!4d77.7535446!16s%2Fg%2F11syr5r24j!19sChIJpxRfDful1jsRH2ezqjAOSQE?authuser=0&hl=en&rclk=1,not_contacted,,,
Kushwah Sir Concept Of Chemistry,8208614452,Amravati,Amravati,,1st to 12th classes,"1/1, Shilangan Rd, near ravi nagar, Ganesh Colony, Amravati, Maharashtra 444605",5.0,65,,https://www.google.com/maps/place/Kushwah+Sir+Concept+of+Chemistry/data=!4m7!3m6!1s0x3bd6a5fcec094629:0x3a513257a0760020!8m2!3d20.9211763!4d77.7483581!16s%2Fg%2F11v9_swss6!19sChIJKUYJ7Pyl1jsRIAB2oFcyUTo?authuser=0&hl=en&rclk=1,not_contacted,,,
Nucleon Coaching Center,8275288882,Amravati,Amravati,,1st to 12th classes,"Rathi Nagar, Gadge Nagar, Amravati, Maharashtra 444603",5.0,31,,https://www.google.com/maps/place/Nucleon+Coaching+Center/data=!4m7!3m6!1s0x3bd6a3e1d61ca88b:0x210ac3bfe14db829!8m2!3d20.9505985!4d77.7660941!16s%2Fg%2F11xtglwq14!19sChIJi6gc1uGj1jsRKbhN4b_DCiE?authuser=0&hl=en&rclk=1,not_contacted,,,
One On One Share Market Training And Guidance Centre,8983710731,Amravati,Amravati,,1st to 12th classes,"2ND FLOOR, office, RAJKAMAL SQUARE ,ABOVE HALDIRAM STORE IN DREAMZ LANDMARK BUILDING SHARE MARKET TRAINING ONE ON ONE, Amravati, Maharashtra 444601",4.9,661,,https://www.google.com/maps/place/One+On+One+Share+Market+Training+and+Guidance+Centre/data=!4m7!3m6!1s0x3bd6a58a0129c7f9:0x554aaceaf7ffc4a2!8m2!3d20.9265674!4d77.7532162!16s%2Fg%2F11f5_l1z4r!19sChIJ-ccpAYql1jsRosT_9-qsSlU?authuser=0&hl=en&rclk=1,not_contacted,,,
Pravinya Study Circle,9175737538,Amravati,Amravati,,1st to 12th classes,"in front of Govt.Polytechnic, Gadge Nagar, Amravati, Maharashtra 444603",4.8,44,,https://www.google.com/maps/place/Pravinya+Study+Circle/data=!4m7!3m6!1s0x3bd6a34d39292f59:0x230e94e496dc7ff6!8m2!3d20.9467053!4d77.7654828!16s%2Fg%2F11ghpgj5rq!19sChIJWS8pOU2j1jsR9n_cluSUDiM?authuser=0&hl=en&rclk=1,not_contacted,,,
Range Sir Biology Classes,8149694591,Amravati,Amravati,,1st to 12th classes,"Sharda Nagar, near Samartha high school, Deorankar Nagar, Sharda Vihar, Amravati, Maharashtra 444605",5.0,88,,https://www.google.com/maps/place/Range+Sir+Biology+Classes+-+Best+Biology+Classes+In+Amravati+%7C+NEET+Classes+In+Amravati+%7C+CET+Classes+Amravati/data=!4m7!3m6!1s0x3bd6a54ff9ea3ba3:0x2e118e0f3e34ecf5!8m2!3d20.9178423!4d77.7520915!16s%2Fg%2F11syw_r734!19sChIJozvq-U-l1jsR9ew0Pg-OES4?authuser=0&hl=en&rclk=1,not_contacted,,,
Resonance Academy,7758816553,Amravati,Amravati,,1st to 12th classes,"Rangoli lawn lane, Kathora Rd, Samata Colony, Amravati, Maharashtra 444604",4.7,193,,https://www.google.com/maps/place/Resonance+Academy/data=!4m7!3m6!1s0x3bd6a33869d29a19:0x5e572438813cff7e!8m2!3d20.9616985!4d77.758921!16s%2Fg%2F12jlnxrvq!19sChIJGZrSaTij1jsRfv88gTgkV14?authuser=0&hl=en&rclk=1,not_contacted,,,
Rg Classes 11th 12th Commerce Classes,8380885566,Amravati,Amravati,,1st to 12th classes,"2nd floor, Gandhi Complex, near Satidham temple, Amrawati Tahsil, Amravati, Maharashtra 444601",5.0,112,,"https://www.google.com/maps/place/RG+Classes+11th+12th+Commerce+Classes+,+CA+Classes+Amravati/data=!4m7!3m6!1s0x3bd6a50121523205:0x4c4de5a799c9cdf7!8m2!3d20.9292155!4d77.7565492!16s%2Fg%2F11h6g2c_7_!19sChIJBTJSIQGl1jsR983JmaflTUw?authuser=0&hl=en&rclk=1",not_contacted,,,
Sai Coaching Classes,9422865474,Amravati,Amravati,,1st to 12th classes,"WQX7 VQG, Rathi Nagar, Gadge Nagar, Amravati, Maharashtra 444603",4.4,33,,https://www.google.com/maps/place/Sai+Coaching+Classes/data=!4m7!3m6!1s0x3bd6a3433cc106c5:0x3fa70eb8b6d0c585!8m2!3d20.9496799!4d77.7644421!16s%2Fg%2F11fxvbdp6d!19sChIJxQbBPEOj1jsRhcXQtrgOpz8?authuser=0&hl=en&rclk=1,not_contacted,,,
Shri Sadguru Coaching Cbse Home Dna,9822223182,Amravati,Amravati,,IIT JEE coaching,"Prabodhankar Thakare Marg, nr. Shankar Nagar, Ganesh Nagar, Gopal Nagar, Amravati, Maharashtra 444607",4.6,98,,"https://www.google.com/maps/place/Shri+Sadguru+Coaching,+CBSE+HOME,+DNA/data=!4m7!3m6!1s0x3bd6a4c6098844b7:0xb018d3c069f27b40!8m2!3d20.907129!4d77.7576789!16s%2Fg%2F11c5rp6rnc!19sChIJt0SICcak1jsRQHvyacDTGLA?authuser=0&hl=en&rclk=1",not_contacted,,,
Swami Vivekanand Banking Tutorial,7776019183,Amravati,Amravati,,1st to 12th classes,"Lane Number 1, Radha Nagar, Gadge Nagar, Amravati, Maharashtra 444603",4.9,127,,https://www.google.com/maps/place/Swami+Vivekanand+Banking+Tutorial/data=!4m7!3m6!1s0x3bd6a39505728569:0x7492269c3c040922!8m2!3d20.9434609!4d77.7694216!16s%2Fg%2F11f7bzjdy5!19sChIJaYVyBZWj1jsRIgkEPJwmknQ?authuser=0&hl=en&rclk=1,not_contacted,,,
Vidarbh Ias Academy Amravati,8668920552,Amravati,Amravati,,1st to 12th classes,"Vidarbh IAS academy, Vishavnath Painting Ln, Line, Gadge Nagar, Amravati, Maharashtra 444603",4.3,137,,"https://www.google.com/maps/place/VIDARBH+IAS+ACADEMY,+AMRAVATI/data=!4m7!3m6!1s0x3bd6a3f21cacfe11:0xc30f4ab714127a22!8m2!3d20.9455135!4d77.7686357!16s%2Fg%2F11f5qrnmt8!19sChIJEf6sHPKj1jsRInoSFLdKD8M?authuser=0&hl=en&rclk=1",not_contacted,,,
Galaxy Computer's,9823154439,Anjangaon Surji,Amravati,Anjangaon Surji,IELTS TOEFL Classes,"Ganeshnagar, near Bijewar Provision, Anjangaon, Maharashtra 444705",4.7,11,,"https://www.google.com/maps/place/GALAXY+COMPUTER'S/@21.1674992,77.3157967,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6e4c4067c452b:0x6e4604b3619b960c!8m2!3d21.1674992!4d77.3157967!16s%2Fg%2F11c48p9ndl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Sarvoday Computer Center,9822264413,Anjangaon Surji,Amravati,Anjangaon Surji,SSC Board Classes,"near Hanuman Mandir, Ganesh Nagar, Anjangaon Surji, Anjangaon, Maharashtra 444705",5.0,2,,"https://www.google.com/maps/place/Sarvoday+Computer+Center/@21.167087,77.3156374,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6e4c3f893f097:0x77999a21b4162f26!8m2!3d21.167087!4d77.3156374!16s%2Fg%2F11l6tmh70k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Adarsh English Primary School,7875038843,Bhatkuli,Amravati,Bhatkuli,Spoken English Academy,"Shop No 1, Adarsh Bulding, Near Bus Stop Daryapur, Road, At Post, Amravati, Bhatkuli, Maharashtra 444602",5.0,4,,"https://www.google.com/maps/place/Adarsh+English+Primary+School/@20.9094777,77.6019663,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6b96294ccbbb5:0xfe419bb932ac3c46!8m2!3d20.9094777!4d77.6019663!16s%2Fg%2F11mw7pvqnf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Avasthi Spoken English Classes,8408074988,Bhatkuli,Amravati,Bhatkuli,English Speaking Classes,"in front of Govt. Polytechnic College, Gadge Nagar, Amravati, Maharashtra 444603",5.0,6,,"https://www.google.com/maps/place/Avasthi+Spoken+English+Classes/@20.9462525,77.7657459,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6a3c9a69937bd:0x65fe7f64119711d1!8m2!3d20.9462525!4d77.7657459!16s%2Fg%2F11frlcht17?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Dnyaneshwari English Classes,9021973881,Bhatkuli,Amravati,Bhatkuli,English Speaking Classes,"VMV Rd, Vidyut Nagar, Vijay Colony, Amravati, Maharashtra 444604",4.9,30,,"https://www.google.com/maps/place/Dnyaneshwari+English+Classes/@20.9673198,77.7499356,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6a36ac1fc54dd:0x3e3c87babcaec20b!8m2!3d20.9673198!4d77.7499356!16s%2Fg%2F11pq5klrgp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
English Speaking Institution Jcf,9730883984,Bhatkuli,Amravati,Bhatkuli,English Speaking Classes,"Vrindavan Colony, beside hanuman temple, Guruchhaya Colony, Sai Nagar, Amravati, Maharashtra 444607",5.0,15,,"https://www.google.com/maps/place/English+speaking+institution+(+JCF+)/@20.8989796,77.7424147,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6bbd0d8c82e61:0xda36449dd6c909ee!8m2!3d20.8989796!4d77.7424147!16s%2Fg%2F11w7s52q9_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Gurukul Classes Amravati,9823113272,Bhatkuli,Amravati,Bhatkuli,HSC Classes,"Shivaji commercial complex, 3 rd floor Ravi nagar square, Maharashtra 444605",5.0,20,,"https://www.google.com/maps/place/Gurukul+Classes,+Amravati/@20.9166853,77.749009,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6a523e5c168d1:0xaf31af9242f5fff2!8m2!3d20.9166853!4d77.749009!16s%2Fg%2F11sp933skl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Shree Daryav Coaching Classes Sdcc,9272151502,Bhatkuli,Amravati,Bhatkuli,SSC Board Classes,"near Sahubag, Morbag, Amravati, Maharashtra 444601",4.7,93,,"https://www.google.com/maps/place/Shree+Daryav+Coaching+Classes(SDCC)/@20.9409529,77.7513225,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6a3efbabd63a9:0x77af4a8a4c48a141!8m2!3d20.9409529!4d77.7513225!16s%2Fg%2F11f635864c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Aishwarya Computer & Information Technology,9860006121,Ambejogai,Beed,Ambejogai,Computer Classes,"Block No. 12, 1st Floor, of N.P Complex, I/F City Police Station, Ismail Heru Gawli, Sadar Bazar, Ambajogai, Maharashtra 431517",5.0,41,,"https://www.google.com/maps/place/Aishwarya+Computer+%26+Information+Technology/@18.7327236,76.3819844,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55f2d7f89e05f:0x44cc2a4fa5090ee!8m2!3d18.7327236!4d76.3819844!16s%2Fg%2F11vk65kl5j?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Ambejogai Cricket Academy,9561973040,Ambejogai,Beed,Ambejogai,Academy,"ckicket academy, Road, Gandhi Nagar, Pension Pura, Morewadi, Maharashtra 431517",3.9,34,,"https://www.google.com/maps/place/Ambejogai+Cricket+Academy/@18.7307484,76.3767882,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55dd8f0804a71:0x7c11826f722980be!8m2!3d18.7307484!4d76.3767882!16s%2Fg%2F11f9xf27pw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Anusaya Computer Education,9765100555,Ambejogai,Beed,Ambejogai,Computer Classes,"M Cl, लोकशाहीर अण्णाभाऊ साठे चौका समोर, अंबाजोगाई, Magarwadi, Maharashtra 431515",5.0,27,,"https://www.google.com/maps/place/Anusaya+Computer+Education/@18.7337459,76.4001551,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55e57c2d26683:0xe8d0ffe5edbe1ef2!8m2!3d18.7337459!4d76.4001551!16s%2Fg%2F11c2j8bfsz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Ashirwad Computer Typing Institute Ambajogai,8806449997,Ambejogai,Beed,Ambejogai,Computer Classes,"Nagar Parishad Complex, Shop No.10, near Ambajogai City Police Staion, Ambajogai, Maharashtra 431517",4.1,21,,"https://www.google.com/maps/place/Ashirwad+Computer+Typing+Institute+Ambajogai/@18.7326938,76.3818967,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55ef8aacd891f:0x91ac919bbfbf4d28!8m2!3d18.7326938!4d76.3818967!16s%2Fg%2F11b76k6_rz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Computer World,9422744750,Ambejogai,Beed,Ambejogai,Computer Classes,"Infront of reliance petrol pump, Modi nagar, Parli Rd, Jaywanti Nagar, Ambajogai, Maharashtra 431517",4.5,49,,"https://www.google.com/maps/place/Computer+World+-+Best+Computer+Training+Institute+in+Ambajogai+%7C+Best+Refurbished+Laptop+in+Ambajogai+%7C+Best+CSC+Center/@18.7313572,76.3933584,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55e5e3f51deff:0x7736e9286ddb83d3!8m2!3d18.7313572!4d76.3933584!16s%2Fg%2F11xb7hqzt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Jadhav Coaching Classes,9822042774,Ambejogai,Beed,Ambejogai,IIT JEE Classes,"P9HQ RR5, सायगाव नाका, Jaywanti Nagar, Ambajogai, Maharashtra 431515",4.0,6,,"https://www.google.com/maps/place/JADHAV+COACHING+CLASSES/@18.7295176,76.3896179,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55e5e5f243b53:0xab099aa7af14a570!8m2!3d18.7295176!4d76.3896179!16s%2Fg%2F11c2kgh660?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,8698146099,Ambejogai,Beed,Ambejogai,Study Center,"MUNDADA HOUSE, FRONT OF NANDKISHORJI, RING ROAD, Kalpana Colony, Ganesh Nagar, Ambajogai, Maharashtra 431517",5.0,219,,"https://www.google.com/maps/place/STUDY+HUB+ABHYASIKA+1+%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%A1%E0%A5%80+%E0%A4%B9%E0%A4%AC+%E0%A4%85%E0%A4%AD%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B8%E0%A4%BF%E0%A4%95%E0%A4%BE/@18.7337167,76.3728968,15z/data=!4m10!1m2!2m1!1sStudy+Center+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55f0dab6b7957:0x1dd6c1076d488865!8m2!3d18.7235784!4d76.3827384!15sCiZTdHVkeSBDZW50ZXIgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVonIiVzdHVkeSBjZW50ZXIgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEHbGlicmFyeeABAA!16s%2Fg%2F11t0rynwnh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9699702013,Ambejogai,Beed,Ambejogai,Study Center,"P99G XV8, Nagsen Nagar, Ganesh Nagar, Morewadi, Maharashtra 431517",5.0,7,,"https://www.google.com/maps/place/Apex+Study+Room/@18.7176969,76.3588049,15z/data=!4m10!1m2!2m1!1sStudy+Center+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55f005a28b135:0xcb96cba3f2008308!8m2!3d18.7199132!4d76.3772136!15sCiZTdHVkeSBDZW50ZXIgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVonIiVzdHVkeSBjZW50ZXIgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPc3R1ZHlpbmdfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwV2RtVkRNWGRVYTNSVFVtNUtNVnBYYUUxT1Ixa3hVbXRXUTJSc1JSQULgAQD6AQQIABA4!16s%2Fg%2F11njcwtv2p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9921831183,Ambejogai,Beed,Ambejogai,Study Center,"Yashwantrao chock, near gurudev school, Bank Colony, Morewadi, Maharashtra 431517",5.0,8,,"https://www.google.com/maps/place/The+Focus+Zone+Study+Room/@18.736873,76.3692345,15z/data=!4m10!1m2!2m1!1sStudy+Center+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55fbdddeb4867:0xe25b9c4425c08045!8m2!3d18.7172753!4d76.3716597!15sCiZTdHVkeSBDZW50ZXIgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVonIiVzdHVkeSBjZW50ZXIgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPc3R1ZHlpbmdfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1d1YxcFlSbVpOVkVwQ1RWVTVSbFJFVmxCalYwWkpXak53ZVZadFl4QULgAQD6AQQIABAm!16s%2Fg%2F11xrrg7_tc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9130230112,Ambejogai,Beed,Ambejogai,Study Center,"Shri Sant Swatamali, Chowk, Mali Nagar, Magarwadi, Maharashtra 431515",5.0,5,,"https://www.google.com/maps/place/Yogeshwari+Abhyasika/@18.7172753,76.3526053,15z/data=!4m10!1m2!2m1!1sStudy+Center+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55d8d4b3fbcf3:0xfd12d4800a0cb0c6!8m2!3d18.7304796!4d76.3969947!15sCiZTdHVkeSBDZW50ZXIgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYZIBD3N0dWR5aW5nX2NlbnRlcuABAA!16s%2Fg%2F11sbcw0ch_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9921783760,Ambejogai,Beed,Ambejogai,Tuition Classes,"Mahatma Gandhi Rd, Tution Area, Anand Nagar, Ambajogai, Maharashtra 431517",4.8,50,,"https://www.google.com/maps/place/Prashik+Coaching+Classes/@18.7280874,76.3853952,16z/data=!4m10!1m2!2m1!1sTuition+Classes+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55f1cb0c1e985:0x5ea29daa76ed6c25!8m2!3d18.7281836!4d76.3930221!15sCilUdWl0aW9uIENsYXNzZXMgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVoqIih0dWl0aW9uIGNsYXNzZXMgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPY29hY2hpbmdfY2VudGVy4AEA!16s%2Fg%2F11f66d1gp8?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9639639563,Ambejogai,Beed,Ambejogai,Study Center,"2nd, Shivgandh, Dnyantara Nagar, Nr. Ring Road, Ekatmata Colony, Yashwantrao Chavan Chowk, Ambajogai, Maharashtra 431517",4.7,119,,"https://www.google.com/maps/place/Dnyanpitt+Abhyasika/@18.7337167,76.3728968,15z/data=!4m10!1m2!2m1!1sStudy+Center+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55e6e57308101:0x3b8347cf8562ad45!8m2!3d18.7176969!4d76.3778593!15sCiZTdHVkeSBDZW50ZXIgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVonIiVzdHVkeSBjZW50ZXIgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEHbGlicmFyeZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNW9VV1JYZUVOa1Z6UjRWVmhLWm1NelNrUk9SbkJKWkRGT1JHTkdSUkFC4AEA-gEFCO4DEEM!16s%2Fg%2F11c1p9s0nh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9881050444,Ambejogai,Beed,Ambejogai,Training Institute,"Raghukul building, near, Prashant Nagar, Ambajogai, Maharashtra 431515",5.0,93,,"https://www.google.com/maps/place/Parth+Academy+-+Best+Handwriting+Classes+in+Ambajogai+%7C+Best+English+Handwriting+Classes+%7C+Best+Marathi+Handwriting+Classes/@18.7313675,76.3888569,17z/data=!4m10!1m2!2m1!1sTraining+Institute+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55ff79d32cfab:0x836263b88de1ed56!8m2!3d18.7283665!4d76.3912025!15sCixUcmFpbmluZyBJbnN0aXR1dGUgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVotIit0cmFpbmluZyBpbnN0aXR1dGUgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPdHJhaW5pbmdfY2VudGVy4AEA!16s%2Fg%2F11vz1p63rb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
